代码,名称,当前,近1月,近3月,近6月,近1年,近3年,成立来
006189,国金量化添利,,,,,,,
006190,前海开源裕瑞混合C,1.0009,0.35%,--,--,--,--,0.00%
006191,华夏鼎通债券A,,,,,,,
006192,华夏鼎通债券C,,,,,,,
006193,鑫元核心资产A,,,,,,,
006194,鑫元核心资产C,,,,,,,
006195,国金量化多因子,,,,,,,
006196,华夏中证央企ETF联接A,,,,,,,
006197,华夏中证央企ETF联接C,,,,,,,
006200,平安大华鼎诚混合,,,,,,,
006201,景顺长城量化先锋混合,--,-5.58%,--,--,--,--,-5.58%
006203,新疆前海联合泳祺纯债A,1.0033,0.30%,--,--,--,--,0.31%
006204,新疆前海联合泳祺纯债C,1.0070,0.66%,--,--,--,--,0.67%
006205,汇添富沪港深优势定开,--,--,--,--,--,--,-1.38%
006206,融通增悦债券,1.0043,--,--,--,--,--,0.43%
006209,中信保诚新蓝筹混合,--,0.57%,--,--,--,--,0.58%
006210,东方臻宝纯债债券A,1.0050,0.52%,--,--,--,--,0.54%
006211,东方臻宝纯债债券C,1.0066,0.51%,--,--,--,--,0.71%
006212,东方臻选纯债债券A,1.0022,0.14%,--,--,--,--,0.23%
006213,东方臻选纯债债券C,1.3104,0.16%,--,--,--,--,31.05%
006214,平安500ETF联接A,0.9066,-9.30%,--,--,--,--,-9.30%
006215,平安500ETF联接C,0.9066,-9.30%,--,--,--,--,-9.30%
006216,前海开源价值成长混合A,--,--,--,--,--,--,-0.13%
006217,前海开源价值成长混合C,--,--,--,--,--,--,-0.13%
006219,海富通鼎丰定开债券,,,,,,,
006222,平安大华惠兴债券,1.0078,0.61%,--,--,--,--,0.79%
006223,交银创新成长混合,--,--,--,--,--,--,-0.05%
006224,中银中债3-5年期农发行债券,1.0008,--,--,--,--,--,0.33%
006225,人保量化混合A,--,--,--,--,--,--,0.06%
006226,人保量化混合C,--,--,--,--,--,--,0.02%
006230,鹏华研究驱动混合,--,--,--,--,--,--,0.03%
006231,国融融君混合A,--,--,--,--,--,--,0.20%
006232,国融融君混合C,--,--,--,--,--,--,0.20%
006236,华泰柏瑞现代服务混合,--,0.31%,--,--,--,--,0.30%
006237,永赢嘉益债券,1.0001,--,--,--,--,--,0.09%
006240,中融医疗健康混合A,--,--,--,--,--,--,0.06%
006241,中融医疗健康混合C,--,--,--,--,--,--,0.04%
006243,中银双息回报混合,--,--,--,--,--,--,0.02%
006246,华夏中小板ETF联接A,--,-6.22%,--,--,--,--,-6.22%
006247,华夏中小板ETF联接C,--,-6.23%,--,--,--,--,-6.23%
006248,华夏创业板ETF联接A,0.8732,-7.83%,--,--,--,--,-12.81%
006249,华夏创业板ETF联接C,0.8728,-7.86%,--,--,--,--,-12.85%
006252,永赢消费主题A,,,,,,,
006253,永赢消费主题C,,,,,,,
006258,华宸未来稳健添利债券C,1.0715,7.42%,--,--,--,--,7.24%
006262,易方达深证成指ETF联接C,0.7679,-7.52%,--,--,--,--,-13.34%
006263,易方达香港小型股指数C,--,-5.37%,--,--,--,--,-1.21%
006264,平安大华惠轩债券,1.0032,0.34%,--,--,--,--,0.35%
006265,红土创新新科技股票,--,--,--,--,--,--,-1.12%
006275,永赢聚益债券A,1.0054,0.48%,--,--,--,--,0.55%
006276,永赢聚益债券C,1.0053,0.49%,--,--,--,--,0.54%
006277,中金瑞和A,,,,,,,
006278,中金瑞和C,,,,,,,
006279,中金瑞祥A,,,,,,,
006280,中金瑞祥C,,,,,,,
006282,上投欧洲动力(QDII),,,,,,,
006286,华泰MSCI中国A股联接A,--,--,--,--,--,--,0.00%
006287,永赢盛益债券A,1.0006,--,--,--,--,--,0.14%
006288,永赢盛益债券C,1.0005,--,--,--,--,--,0.13%
006289,华夏养老2040(FOF),--,--,--,--,--,--,0.08%
006290,南方养老2035(FOF)A,,,,,,,
006291,南方养老2035(FOF)C,,,,,,,
006293,华泰MSCI中国A股联接C,--,--,--,--,--,--,0.00%
006295,工银养老2035(FOF),,,,,,,
006300,华宝宝丰高等级债券A,1.0033,0.34%,--,--,--,--,0.34%
006301,华宝宝丰高等级债券C,1.0030,0.33%,--,--,--,--,0.32%
006302,银华行业轮动混合,,,,,,,
006306,泰达宏利泰和平衡养老(FOF),,,,,,,
006308,汇添富全球消费混合人民币A,--,--,--,--,--,--,0.02%
006309,汇添富全球消费混合人民币C,--,--,--,--,--,--,0.00%
006310,汇添富全球消费混合美元现汇,--,--,--,--,--,--,-0.62%
006311,中金可转债A,,,,,,,
006312,中金可转债C,,,,,,,
006321,中欧预见养老2035(FOF)A,--,--,--,--,--,--,0.00%
006322,中欧预见养老2035(FOF)C,--,--,--,--,--,--,0.00%
006323,合煦智远嘉选混合A,--,--,--,--,--,--,-1.00%
006324,合煦智远嘉选混合C,--,--,--,--,--,--,-1.04%
006331,中银国有企业债C,1.0080,0.50%,--,--,--,--,0.59%
006332,招商金鸿债券A,,,,,,,
006333,招商金鸿债券C,,,,,,,
006337,华安安浦债券A,1.0029,0.29%,--,--,--,--,0.30%
006338,华安安浦债券C,1.0028,0.28%,--,--,--,--,0.29%
006340,国泰民安增益纯债C,0.9947,0.22%,--,--,--,--,0.18%
006341,中金MSCI质量A,,,,,,,
006342,中金MSCI质量C,,,,,,,
006343,中金MSCI低波动A,,,,,,,
006344,中金MSCI低波动C,,,,,,,
006346,安信量化优选股票A,--,-2.52%,--,--,--,--,-2.98%
006347,安信量化优选股票C,--,-2.56%,--,--,--,--,-3.02%
006353,东方红核心优选定开混合,--,--,--,--,--,--,0.05%
006355,华宝香港大盘C,--,-0.15%,--,--,--,--,-5.67%
006360,财通鸿益中短债债券A,1.0044,0.38%,--,--,--,--,0.45%
006361,财通鸿益中短债债券C,1.0050,0.44%,--,--,--,--,0.51%
006362,凯石涵行业精选混合,,,,,,,
006363,建信深证基本面60ETF联接C,1.5613,-1.03%,--,--,--,--,-3.54%
006366,兴业安保优选混合,,,,,,,
006367,交银裕祥纯债债券A,1.0002,--,--,--,--,--,0.10%
006368,交银裕祥纯债债券C,1.0000,--,--,--,--,--,0.00%
006369,弘毅远方国企转型升级混合,,,,,,,
006373,国富全球科技互联混合人民币,,,,,,,
006374,国富全球科技互联混合美元现汇,,,,,,,
006377,广发趋势动力混合,,,,,,,
006379,平安大华智多鑫混合A,--,--,--,--,--,--,--
006380,平安大华智多鑫混合C,--,--,--,--,--,--,--
006381,华夏恒生ETF联接C,--,--,--,--,--,--,40.80%
006382,华夏中证500ETF联接C,0.4729,--,--,--,--,--,-9.04%
006389,金鹰添祥中短债A,1.0007,--,--,--,--,--,0.26%
006390,金鹰添祥中短债C,1.0006,--,--,--,--,--,0.24%
006393,招商添德3个月定开债A,1.0052,--,--,--,--,--,0.52%
006394,招商添德3个月定开债C,1.0005,--,--,--,--,--,0.00%
006395,华夏上证50AH优选指数C,--,--,--,--,--,--,-2.50%
006396,长信双利优选混合E,1.1335,-4.99%,--,--,--,--,-8.13%
006397,长信内需成长混合E,1.2189,-1.91%,--,--,--,--,-6.16%
006403,银河睿嘉债券C,1.0000,--,--,--,--,--,0.00%
006404,浦银安盛盛融定开债券,,,,,,,
006407,银河君欣债券C,1.0000,--,--,--,--,--,0.00%
006408,汇添富消费升级混合,,,,,,,
006409,富国中债国开行债A,1.0003,--,--,--,--,--,0.02%
006410,富国中债国开行债C,1.0003,--,--,--,--,--,0.02%
006412,平安大华合锦定开债,1.0004,--,--,--,--,--,0.04%
006413,中信建投北京50ETF联接A,,,,,,,
006414,中信建投北京50ETF联接C,,,,,,,
006415,银华中短政策金融债定开债,--,--,--,--,--,--,--
006422,嘉合磐稳纯债A,,,,,,,
006423,嘉合磐稳纯债C,,,,,,,
006427,招商添悦纯债A,,,,,,,
006428,招商添悦纯债C,,,,,,,
006433,平安大华鑫利混合C,1.0391,--,--,--,--,--,-0.01%
006434,鹏华3个月中短债A,,,,,,,
006436,浦银中短债A,,,,,,,
006437,浦银中短债C,,,,,,,
006438,博时央调ETF联接A,,,,,,,
006439,博时央调ETF联接C,,,,,,,
006442,东兴品牌精选混合C,,,,,,,
006443,永赢裕益债券A,--,--,--,--,--,--,--
006444,永赢裕益债券C,--,--,--,--,--,--,--
006456,鹏华3个月中短债C,,,,,,,
006457,平安大华估值优势混合A,,,,,,,
006458,平安大华估值优势混合C,,,,,,,
006459,人保鑫裕增强A,,,,,,,
006460,人保鑫裕增强C,,,,,,,
006462,信达澳银新起点定期开放混合C,--,--,--,--,--,--,--
006463,信达澳银新征程定开混合C,--,--,--,--,--,--,0.00%
006470,工银目标收益一年定开A,1.1110,--,--,--,--,--,0.18%
006471,华润元大润鑫债券C,1.0693,--,--,--,--,--,0.61%
006475,国泰嘉睿纯债债券,1.0000,--,--,--,--,--,0.01%
006476,南方原油C,--,--,--,--,--,--,34.34%
006482,广发可转债债券A,,,,,,,
006483,广发可转债债券C,,,,,,,
006486,广发中证1000指数A,,,,,,,
006487,广发中证1000指数C,,,,,,,
006488,富荣富开1-3年国开债纯债,,,,,,,
006505,永赢祥益债券A,--,--,--,--,--,--,--
006506,永赢祥益债券C,--,--,--,--,--,--,--
006511,博道卓远混合A,,,,,,,
006512,博道卓远混合C,,,,,,,
020001,国泰金鹰增长混合,0.8162,-2.11%,-21.03%,-21.89%,-22.84%,21.53%,927.25%
020002,国泰金龙债券A,1.0212,0.69%,1.29%,-2.39%,-1.41%,5.19%,111.73%
020003,国泰金龙行业精选,0.4167,-5.39%,-21.31%,-30.30%,-36.88%,7.32%,556.81%
020005,国泰金马稳健,0.8356,1.33%,-15.57%,-13.46%,-9.31%,20.66%,323.58%
020007,国泰货币,0.6216,0.21%,0.63%,1.48%,3.44%,10.01%,47.98%
020009,国泰金鹏蓝筹,0.7495,-3.60%,-15.35%,-23.55%,-23.18%,-6.51%,210.90%
020010,国泰金牛创新成长混合,0.9846,-2.28%,-7.94%,-16.45%,-16.96%,-3.74%,112.79%
020011,国泰沪深300指数A,0.6994,-1.13%,-8.17%,-16.40%,-17.03%,-0.61%,-29.85%
020012,国泰金龙债券C,1.0062,0.70%,1.82%,-2.14%,-1.28%,4.60%,58.69%
020015,国泰区位优势混合,1.9929,-3.86%,-14.99%,-20.26%,-21.34%,0.71%,107.41%
020018,国泰金鹿保本混合,1.0335,--,0.10%,0.88%,1.77%,2.89%,3.64%
020019,国泰双利债券A,1.3669,0.29%,-0.07%,-1.73%,-0.22%,12.05%,74.48%
020020,国泰双利债券C,1.3289,0.23%,-0.15%,-1.92%,-0.60%,10.48%,67.56%
020021,国泰上证180金融联接,1.2179,1.25%,0.98%,-9.48%,-11.11%,11.60%,51.00%
020022,国泰策略价值灵活配置混合,1.2090,-1.94%,-7.42%,-13.50%,-15.14%,-1.41%,40.26%
020023,国泰事件驱动策略混合,1.9024,-6.85%,-21.37%,-25.11%,-26.62%,-1.61%,89.10%
020026,国泰成长优选混合,1.9597,-7.67%,-25.17%,-37.01%,-35.95%,11.03%,136.23%
020031,国泰现金管理货币A,0.3879,0.11%,0.33%,0.85%,2.34%,7.95%,20.78%
020032,国泰现金管理货币B,0.4541,0.13%,0.39%,0.97%,2.59%,8.73%,22.49%
020033,国泰民安增利债券A,1.0695,0.54%,0.33%,0.12%,1.88%,11.06%,47.99%
020034,国泰民安增利债券C,1.0644,0.50%,0.22%,-0.08%,1.46%,10.06%,44.88%
020035,国泰上证5年期国债联接A,0.9601,0.63%,0.31%,0.73%,1.27%,-10.28%,-4.00%
020036,国泰上证5年期国债联接C,0.9801,0.72%,0.51%,1.24%,2.62%,-7.63%,-2.00%
040001,华安创新,0.5873,0.00%,-8.68%,-17.39%,-22.60%,-23.76%,238.13%
040002,华安中国A股增强指数,0.6274,-3.38%,-11.90%,-21.38%,-22.54%,-7.21%,285.93%
040003,华安现金富利货币A,0.6118,0.22%,0.64%,1.50%,3.47%,9.66%,55.93%
040004,华安宝利配置混合,0.9830,-3.42%,-8.94%,-14.38%,-14.83%,-4.77%,685.18%
040005,华安宏利混合,3.3118,1.93%,-6.08%,-14.73%,-8.65%,-11.42%,320.29%
040007,华安中小盘成长混合,1.2176,-2.21%,-12.04%,-20.29%,-23.13%,-16.58%,21.82%
040008,华安策略优选混合,1.4592,1.08%,-2.13%,-8.20%,-2.82%,41.00%,45.34%
040009,华安稳定债券A,1.1280,0.45%,1.29%,2.41%,5.23%,7.95%,87.94%
040010,华安稳定债券B,1.1274,0.41%,1.18%,2.20%,4.81%,6.63%,80.25%
040011,华安核心优选混合,1.3704,-2.72%,-6.53%,-12.65%,-8.82%,20.51%,178.72%
040012,华安强化债券A,1.1884,-0.08%,-0.17%,2.60%,3.70%,5.25%,94.89%
040013,华安强化债券B,1.1804,-0.08%,-0.26%,2.37%,3.31%,3.95%,87.41%
040015,华安动态灵活配置,1.2588,-8.22%,-17.84%,-20.68%,-19.26%,5.95%,94.40%
040016,华安行业轮动混合,1.2207,-0.29%,-10.78%,-12.90%,-11.83%,8.23%,88.42%
040018,华安香港精选,1.2986,-3.24%,-12.32%,-16.90%,-12.57%,10.77%,22.40%
040019,华安稳固收益债券C,1.1043,0.36%,1.18%,2.30%,3.62%,6.45%,55.96%
040020,华安升级主题混合,0.9548,-4.03%,-13.28%,-22.08%,-24.84%,0.30%,37.81%
040021,华安大中华升级,1.3023,-8.77%,-18.56%,-19.59%,-17.84%,2.81%,20.70%
040022,华安可转债债券A,1.0452,-0.85%,-3.67%,-5.99%,-11.53%,-25.51%,5.10%
040023,华安可转债债券B,1.0161,-0.87%,-3.86%,-6.24%,-11.83%,-26.39%,2.10%
040025,华安科技动力混合,2.5499,-4.35%,-11.57%,-16.79%,-15.61%,32.75%,221.78%
040026,华安信用四季红债券A,1.0581,0.47%,1.34%,2.31%,4.83%,12.08%,48.01%
040027,华安月月鑫短期理财债券A,,,,,,,
040028,华安月月鑫短期理财债券A,,0.23%,0.55%,1.14%,3.00%,8.71%,22.66%
040029,华安月月鑫短期理财债券B,,0.24%,0.59%,1.23%,3.22%,9.45%,24.34%
040030,华安季季鑫短期理财债券A,0.7044,0.31%,0.78%,1.46%,3.52%,7.67%,21.54%
040031,华安季季鑫短期理财债券B,0.7784,0.34%,0.84%,1.57%,3.76%,7.05%,21.43%
040032,华安月安鑫短期理财债券A,,,,,,,
040033,华安月安鑫短期理财债券A,,0.13%,0.27%,0.62%,2.25%,5.75%,18.50%
040034,华安月安鑫短期理财债券B,,0.14%,0.30%,0.69%,1.89%,2.91%,16.15%
040035,华安逆向策略混合,2.0554,-1.05%,-13.49%,-20.82%,-25.77%,2.89%,192.83%
040036,华安安心收益债券A,1.0509,-2.51%,-1.96%,-6.26%,-2.33%,3.17%,54.50%
040037,华安安心收益债券B,1.0519,-2.23%,-3.04%,-5.82%,-2.05%,1.90%,56.64%
040038,华安日日鑫货币A,0.7897,0.24%,0.80%,1.79%,3.89%,10.45%,24.25%
040039,华安日日鑫货币B,0.8550,0.26%,0.86%,1.91%,4.13%,11.24%,26.01%
040040,华安纯债债券A,1.0867,0.65%,2.22%,4.37%,7.23%,12.68%,29.54%
040041,华安纯债债券C,1.0797,0.60%,2.12%,3.97%,6.59%,12.12%,28.17%
040045,华安信用增强债券,0.9277,-2.87%,-3.84%,-7.06%,-8.95%,-4.72%,29.81%
040046,华安纳斯达克100指数,2.2273,-5.94%,-0.05%,15.24%,19.00%,63.38%,115.50%
040047,华安纳斯达克100指数现钞,0.3224,-6.76%,-4.18%,4.95%,13.38%,50.17%,92.77%
040048,华安纳斯达克100指数现汇,0.3224,-6.76%,-4.18%,4.95%,13.38%,50.17%,92.77%
040180,华安上证180联接,1.2137,0.23%,-4.22%,-11.98%,-13.02%,-0.27%,21.34%
040190,华安上证龙头联接,1.0970,-3.94%,-10.02%,-19.71%,-21.99%,-13.63%,9.60%
041001,华安创新(后端),,,,,,,
041002,华安中国A股增强指数(后端),,,,,,,
041003,华安现金富利货币B,0.6776,0.24%,0.70%,1.62%,3.72%,10.45%,37.13%
041004,华安宝利配置混合(后端),,,,,,,
041005,华安宏利混合(后端),,,,,,,
041007,华安中小盘成长混合(后端),,,,,,,
041008,华安策略优选混合(后端),,,,,,,
041009,华安稳定债券A(后端),,,,,,,
041011,华安核心优选混合(后端),,,,,,,
050001,博时价值增长混合,0.6121,-3.91%,-11.76%,-18.87%,-21.76%,-25.45%,225.62%
050002,博时沪深300指数A,1.2208,-0.90%,-8.13%,-14.63%,-13.73%,13.28%,294.01%
050003,博时现金收益货币A,0.7021,0.22%,0.77%,1.73%,3.76%,9.69%,58.83%
050004,博时精选混合A,1.4159,-4.10%,-11.71%,-19.03%,-22.71%,-8.95%,329.93%
050006,博时稳定价值债券B,1.4732,0.82%,1.24%,1.73%,1.17%,7.91%,103.04%
050007,博时平衡配置,0.8123,-4.44%,-12.70%,-17.87%,-19.01%,-15.95%,136.39%
050008,博时第三产业混合,0.6274,-8.05%,-19.38%,-29.36%,-26.12%,-31.96%,10.09%
050009,博时新兴成长混合,0.4863,-9.94%,-21.51%,-28.72%,-28.92%,-34.63%,-41.67%
050010,博时特许价值混合A,1.1427,-6.96%,-21.84%,-25.45%,-29.69%,-18.27%,62.70%
050011,博时信用债券A/B,2.2070,0.96%,-2.99%,-1.25%,-2.17%,10.46%,142.44%
050012,博时策略配置,1.0884,-3.80%,-12.53%,-20.92%,-21.32%,-10.96%,11.52%
050013,博时上证超大盘联接,0.9426,2.71%,3.23%,-5.41%,-6.41%,12.44%,-5.94%
050014,博时创业成长混合A,1.5446,-11.04%,-21.24%,-28.88%,-23.89%,-1.72%,64.18%
050015,博时大中华亚太精选股票,1.0825,-5.80%,-13.20%,-17.01%,-20.08%,-0.57%,11.35%
050016,博时宏观回报债券A/B,1.1460,-0.52%,-1.04%,1.01%,1.96%,5.10%,24.85%
050018,博时行业轮动混合,0.9330,-4.17%,-21.02%,-26.50%,-21.87%,1.07%,-5.70%
050019,博时转债增强债券A,1.1572,-2.03%,-6.31%,-12.00%,-18.27%,-25.37%,16.26%
050020,博时抗通胀增强回报,0.5462,2.84%,3.62%,7.51%,8.15%,-2.86%,-45.60%
050021,博时深证200联接,,,,,,,
050022,博时回报灵活配置,0.7735,-5.42%,-16.04%,-18.23%,-10.59%,-10.60%,45.24%
050023,博时天颐债券A,1.2189,-0.08%,-0.16%,1.24%,4.54%,12.34%,48.98%
050024,博时上证自然资源联接,0.6212,0.84%,-3.65%,-17.07%,-22.69%,-10.35%,-37.90%
050025,博时标普500ETF联接A,2.1721,-4.25%,2.60%,12.64%,11.69%,45.82%,123.74%
050026,博时医疗保健行业混合A,1.2975,-8.75%,-25.09%,-23.81%,-14.82%,-19.84%,44.73%
050027,博时信用债纯债债券A,1.0852,0.84%,2.07%,3.13%,4.53%,14.87%,46.39%
050028,博时安心收益定期债券A,0.9212,-2.54%,-0.22%,1.54%,1.43%,9.78%,34.52%
050030,博时亚洲票息收益债券,--,1.52%,6.96%,6.61%,2.23%,22.69%,49.62%
050106,博时稳定价值债券A,1.5032,0.87%,1.28%,1.90%,1.42%,8.91%,102.09%
050111,博时信用债券C,2.1627,0.93%,-3.09%,-1.41%,-2.52%,9.24%,134.22%
