代码,名称,当前,近1月,近3月,近6月,近1年,近3年,成立来
502057,广发医疗指数分级A,1.0454,0.44%,1.35%,2.71%,5.51%,17.62%,19.21%
502058,广发医疗指数分级B,0.7555,-15.76%,-36.55%,-36.95%,-28.17%,-71.99%,-78.43%
505888,嘉实元和直投封闭混合,1.1484,2.10%,2.69%,2.94%,4.17%,22.42%,27.44%
510010,交银上证180治理ETF,1.0190,0.99%,-0.78%,-10.05%,-10.92%,3.34%,13.55%
510020,博时上证超大盘ETF,2.5493,2.92%,3.50%,-5.80%,-6.35%,13.75%,-5.97%
510030,华宝上证180价值ETF,4.6393,2.34%,1.53%,-6.35%,-4.66%,19.66%,58.94%
510050,华夏上证50ETF,2.4930,2.59%,-0.44%,-9.04%,-8.31%,13.68%,270.93%
510060,工银上证央企50ETF,1.6721,1.88%,1.76%,-7.24%,-8.85%,-1.12%,7.01%
510070,鹏华上证民企50ETF,1.4090,-5.12%,-14.14%,-22.88%,-23.13%,-15.88%,20.77%
510080,长盛全债指数增强债券,1.1007,0.56%,0.58%,-1.48%,-2.27%,3.39%,218.21%
510081,长盛动态精选混合,0.8999,-0.98%,-6.71%,-14.71%,-19.07%,-13.73%,358.31%
510090,建信上证责任ETF,1.4751,1.19%,-0.40%,-8.72%,-7.31%,16.67%,76.12%
510110,海富通上证周期ETF,3.1947,1.95%,1.65%,-9.90%,-10.70%,6.36%,28.22%
510120,海富通上证非周期ETF,2.5462,-2.19%,-10.26%,-14.30%,-15.58%,-12.81%,7.26%
510130,中盘ETF,3.2010,-4.22%,-9.24%,-18.41%,-21.15%,-13.01%,9.62%
510150,招商上证消费80ETF,4.2364,-0.21%,-15.96%,-16.09%,-12.49%,9.98%,39.62%
510160,南方中证小康产业ETF,0.5000,-0.52%,-3.77%,-12.99%,-18.44%,-5.50%,24.47%
510170,国联安上证商品ETF,1.6067,0.37%,-6.30%,-17.38%,-24.31%,-11.41%,-50.15%
510180,华安上证180ETF,2.9060,0.27%,-4.44%,-12.59%,-13.72%,0.03%,215.95%
510190,华安上证龙头ETF,2.8568,-4.13%,-10.64%,-20.73%,-23.20%,-14.15%,9.48%
510210,富国上证综指ETF,3.1237,-1.45%,-5.61%,-14.45%,-19.53%,-13.07%,7.02%
510220,华泰柏瑞中小盘ETF,3.3002,-4.93%,-12.22%,-20.25%,-24.60%,-23.44%,-8.89%
510230,国泰上证180金融ETF,5.4436,1.32%,0.97%,-10.34%,-12.67%,10.39%,54.71%
510260,诺安上证新兴ETF,0.9555,-4.79%,-10.66%,-19.00%,-22.42%,-22.48%,-4.50%
510270,中银上证国企100ETF,0.9738,1.25%,-2.79%,-11.92%,-15.29%,-5.61%,13.77%
510280,华宝上证180成长ETF,1.5750,1.03%,-3.79%,-9.16%,-4.66%,20.31%,57.60%
510290,南方上证380ETF,1.1818,-6.17%,-15.18%,-24.48%,-29.45%,-27.67%,18.22%
510300,华泰柏瑞沪深300ETF,3.2311,-0.99%,-8.25%,-17.08%,-17.78%,-3.49%,30.13%
510310,易方达沪深300ETF,1.3746,-3.08%,-7.44%,-18.94%,-18.39%,-0.44%,35.54%
510330,华夏沪深300ETF,3.4949,-0.99%,-8.26%,-17.01%,-17.68%,-1.36%,47.98%
510360,广发沪深300ETF,1.0193,-0.95%,-8.04%,-16.69%,-17.21%,-0.14%,1.97%
510380,国寿安保沪深300ETF,0.8029,-1.05%,-8.29%,-17.36%,--,--,-19.68%
510390,平安大华沪深300ETF,3.2257,-1.00%,-8.26%,-17.17%,--,--,-22.76%
510410,博时上证自然资源ETF,0.6284,1.08%,-4.45%,-18.22%,-23.83%,-9.33%,-37.15%
510420,景顺长城上证180ETF,1.1456,-4.18%,-10.47%,-20.80%,-28.02%,-26.49%,14.60%
510430,银华上证50等权ETF,1.2901,0.39%,-2.27%,-12.31%,-15.92%,-7.86%,28.90%
510440,中证500沪市ETF,1.2954,-6.96%,-15.90%,-26.15%,-33.57%,-33.98%,29.60%
510500,南方中证500ETF,4.5553,-8.72%,-17.05%,-28.47%,-35.06%,-33.87%,27.67%
510510,广发中证500ETF,1.2097,-8.58%,-16.81%,-28.14%,-34.50%,-34.43%,20.97%
510520,诺安中证500ETF,1.1183,-8.50%,-16.60%,-28.08%,-34.89%,-34.01%,11.84%
510560,国寿安保中证500ETF,0.9175,-8.86%,-17.14%,-28.47%,-34.62%,-33.24%,-57.50%
510580,易方达中证500ETF,4.2261,-8.73%,-15.26%,-31.23%,-38.24%,-35.11%,-34.45%
510590,平安大华中证500ETF,4.3597,-8.77%,-17.04%,-27.70%,--,--,-27.27%
510600,申万菱信上证50ETF,2.4433,0.24%,--,--,--,--,-0.44%
510630,上证主要消费ETF,2.0602,2.87%,-12.86%,-10.31%,-6.42%,39.44%,106.20%
510650,上证金融地产ETF,1.6115,2.00%,2.37%,-8.83%,-8.96%,15.36%,61.31%
510660,上证医药卫生ETF,1.6568,-3.76%,-19.84%,-18.40%,-8.06%,12.36%,65.74%
510680,万家上证50ETF,2.0796,1.83%,-2.38%,-7.53%,-5.53%,32.55%,108.07%
510710,博时上证50ETF,2.6546,2.64%,-0.17%,-8.44%,-6.60%,17.59%,-17.85%
510800,建信上证50ETF,0.8586,2.55%,0.17%,-7.07%,--,--,-14.09%
510810,汇添富中证上海国企ETF,--,-2.83%,-9.75%,-16.87%,-24.45%,--,-20.73%
510820,上证上海改革发展主题ETF,--,-3.60%,-11.11%,-19.83%,--,--,-28.40%
510880,华泰柏瑞上证红利ETF,2.6136,-0.17%,-2.77%,-10.04%,-11.92%,6.92%,117.13%
510900,易方达恒生国企ETF,1.1354,-1.31%,-0.82%,-7.19%,-5.34%,11.62%,16.22%
511010,国泰上证5年期国债ETF,113.9738,0.69%,0.77%,1.88%,3.42%,5.29%,15.34%
511080,长盛全债指数增强债券(后端),,,,,,,
511081,长盛动态精选混合(后端),,,,,,,
511220,海富通上证可质押城投债ETF,94.9687,0.63%,2.22%,3.04%,5.30%,13.47%,19.36%
511230,海富通上证周期产业债ETF,101.6655,0.43%,1.33%,0.77%,2.98%,--,5.82%
511260,国泰上证10年期国债ETF,102.8356,0.75%,0.11%,2.19%,2.75%,--,2.79%
511270,海富通上证10年期ETF,--,--,--,--,--,--,--
511280,华夏3-5年信用债ETF,102.0614,0.48%,1.33%,--,--,--,2.08%
511290,广发上证10年期国债ETF,101.5242,0.56%,-0.25%,1.37%,--,--,1.50%
511310,富国中证10年期国债ETF,103.2541,0.89%,0.05%,2.78%,--,--,3.21%
511600,华安日日鑫货币H,0.7805,0.24%,0.79%,1.78%,3.86%,--,7.72%
511620,国泰瞬利货币ETF,0.0548,0.08%,0.15%,0.44%,1.14%,--,1.54%
511650,华夏快线交易型货币,0.6728,0.23%,0.80%,1.82%,3.78%,--,6.71%
511660,建信现金添益货币H,0.7704,0.25%,0.84%,1.85%,3.97%,--,7.97%
511670,华泰紫金天天金交易型货币A,1.4618,0.23%,0.77%,1.62%,3.60%,--,4.15%
511690,大成添益交易型货币E,0.6816,0.22%,0.72%,1.70%,3.79%,--,7.49%
511700,平安大华交易型货币E,1.2974,0.25%,0.83%,1.88%,4.15%,--,8.00%
511770,金鹰增益货币E,0.5922,0.18%,0.65%,1.54%,3.61%,--,5.95%
511800,易方达货币E,0.5929,0.26%,0.66%,1.49%,3.23%,9.20%,12.41%
511810,南方理财金交易型货币H,0.6580,0.22%,0.75%,1.70%,3.78%,10.13%,13.42%
511820,鹏华添利交易型货币B,0.6511,0.20%,0.74%,1.66%,3.65%,--,8.85%
511830,华泰柏瑞交易货币A,0.6971,0.24%,0.74%,1.73%,3.72%,10.38%,10.89%
511850,招商财富宝交易型货币E,0.8731,0.26%,0.91%,1.97%,4.23%,--,9.12%
511860,博时保证金实时交易型货币,0.5879,0.19%,0.66%,1.51%,3.45%,9.18%,12.24%
511880,银华日利A,--,0.25%,0.79%,1.73%,3.76%,9.95%,21.61%
511900,富国收益宝交易型货币H,0.7203,0.24%,0.81%,1.82%,3.92%,--,9.52%
511910,融通易支付货币E,0.6694,0.22%,0.70%,1.57%,3.37%,--,6.95%
511920,广发货币E,0.7098,0.22%,0.77%,1.73%,3.70%,--,8.43%
511930,中融日日盈交易型货币A,0.6089,0.24%,0.79%,1.72%,3.52%,--,9.21%
511950,广发添利货币ETFA,0.5860,0.19%,0.66%,1.46%,2.96%,--,5.31%
511960,嘉实快线货币H,0.6668,0.21%,0.73%,1.63%,3.72%,--,9.50%
511970,国寿安保货币E,0.5212,0.18%,0.53%,1.09%,2.97%,--,7.03%
511980,汇添富添富通货币E,1.1301,0.24%,0.65%,1.45%,3.30%,--,9.27%
511990,华宝现金添益A,0.7493,0.24%,0.74%,1.67%,3.70%,9.82%,21.72%
512000,华宝中证全指证券ETF,0.6093,-8.11%,-13.76%,-28.52%,-41.56%,--,-39.12%
512010,易方达沪深300医药ETF,1.5627,-7.60%,-20.00%,-15.72%,-1.57%,32.51%,54.21%
512040,富国中证价值ETF,,,,,,,
512070,易方达沪深300非银ETF,1.6169,-2.14%,-0.38%,-16.75%,-20.50%,4.77%,60.21%
512090,易方达MSCI中国A股ETF,--,-2.68%,-6.99%,--,--,--,-14.65%
512100,南方中证1000ETF,0.5305,-9.86%,-19.73%,-33.11%,-42.21%,--,-46.96%
512120,华安中证细分医药ETF,1.3473,-5.87%,-21.67%,-20.71%,-11.90%,2.59%,34.80%
512160,南方MSCI中国A股国际通ETF,--,-0.47%,-7.62%,-13.30%,--,--,-13.29%
512180,建信MSCI中国A股国际通ETF,--,-0.47%,-7.39%,--,--,--,-15.18%
512200,南方中证房地产ETF,0.6718,-8.31%,-11.92%,-30.01%,-29.74%,--,-32.80%
512220,景顺中证TMT150ETF,0.9609,-11.14%,-19.96%,-31.86%,-36.16%,-38.03%,-3.90%
512280,景顺MSCI中国A股ETF,--,-0.41%,-7.46%,--,--,--,-15.09%
512300,中证500医药卫生ETF,0.9211,-10.55%,-22.78%,-28.99%,-25.86%,-30.04%,-7.96%
512310,南方中证500工业ETF,0.4074,-9.45%,-15.03%,-31.76%,-43.67%,-49.20%,-59.28%
512330,南方中证500信息技术ETF,0.5674,-13.74%,-21.00%,-31.76%,-35.38%,-33.70%,-43.27%
512340,南方中证500原材料ETF,0.6880,-3.51%,-13.37%,-24.54%,-30.50%,-10.47%,-31.19%
512360,平安大华MSCI中国A股国际ETF,--,-1.54%,-5.76%,--,--,--,-12.00%
512390,平安大华MSCI中国A股ETF,--,0.05%,-4.66%,--,--,--,-13.80%
512400,南方中证申万有色金属ETF,0.6013,-4.63%,-18.30%,-32.86%,-39.60%,--,-39.88%
512500,华夏中证500ETF,2.1221,-8.64%,-16.89%,-28.23%,-34.62%,-34.06%,-53.55%
512510,华泰柏瑞中证500ETF,0.9061,-8.78%,-16.96%,-28.01%,-33.97%,-31.16%,-54.09%
512520,华泰MSCI中国A股国际通ETF,--,-0.49%,-7.63%,--,--,--,-14.91%
512550,嘉实富时中国A50ETF,--,2.54%,-2.58%,-10.58%,-7.88%,--,-4.35%
512560,易方达中证军工ETF,0.6952,-12.17%,-10.48%,-27.59%,-34.89%,--,-31.49%
512570,易方达中证全指证券ETF,0.6034,-6.08%,-9.81%,-28.25%,-41.40%,--,-38.49%
512580,广发中证环保ETF,0.6311,-9.48%,-17.85%,-32.21%,-40.31%,--,-36.82%
512600,嘉实中证主要消费ETF,1.9829,3.73%,-12.87%,-11.14%,-5.17%,46.19%,98.42%
512610,嘉实中证医药卫生ETF,1.3337,-6.29%,-21.55%,-21.31%,-13.03%,-9.34%,33.32%
512640,嘉实中证金融地产ETF,1.5844,-0.40%,-0.99%,-14.48%,-16.79%,1.30%,59.20%
512660,国泰中证军工ETF,0.6376,-11.64%,-11.11%,-25.01%,-32.43%,--,-36.21%
512680,广发中证军工ETF,0.6263,-11.42%,-10.72%,-24.07%,-31.72%,--,-37.35%
512700,南方中证银行ETF,0.9680,2.65%,4.66%,-5.52%,-4.60%,--,-3.12%
512770,华夏战略新兴成指ETF,0.8727,-6.90%,--,--,--,--,-12.72%
512780,广发中证京津冀发展ETF,--,-9.97%,-17.05%,--,--,--,-33.28%
512800,华宝中证银行ETF,0.9384,2.58%,4.22%,-6.28%,-6.50%,--,-6.51%
512810,华宝中证军工ETF,0.6023,-11.63%,-11.23%,-25.43%,-33.78%,--,-39.76%
512820,汇添富中证银行ETF,,,,,,,
512830,汇添富中国战略新兴产业ETF,,,,,,,
512850,中信建投北京50ETF,--,--,--,--,--,--,-1.90%
512860,华安MSCI中国ETF,--,--,--,--,--,--,-0.40%
512880,国泰中证全指证券公司ETF,0.6391,-8.22%,-14.00%,-29.02%,-41.99%,--,-36.15%
512900,南方中证全指证券ETF,0.6145,-8.20%,-13.77%,-28.69%,-41.54%,--,-38.62%
512920,新华MSCI中国A股国际ETF,,,,,,,
512950,华夏中证央企ETF,--,--,--,--,--,--,--
512960,博时央企结构调整ETF,--,--,--,--,--,--,--
512980,广发中证传媒ETF,0.6326,-10.17%,-22.13%,-35.06%,--,--,-36.74%
512990,华夏MSCIA股国际通ETF,0.9273,-0.70%,-8.32%,-17.57%,-20.20%,-6.82%,-6.61%
513030,华安德国30(DAX)ETF,--,-3.48%,-5.18%,-5.18%,-11.09%,18.20%,2.60%
513050,易方达中概互联50ETF,1.1599,-6.46%,-23.99%,-20.29%,-23.98%,--,15.28%
513100,国泰纳斯达克100ETF,2.5972,-6.38%,0.24%,15.83%,19.68%,71.12%,152.40%
513500,博时标普500ETF,1.8009,-4.64%,2.64%,13.39%,12.28%,49.11%,75.11%
513600,南方恒生ETF,2.4099,-0.86%,-5.62%,-6.47%,-3.71%,27.40%,25.07%
513660,华夏沪港通恒生ETF,2.3966,-0.81%,-5.49%,-6.17%,-3.77%,28.74%,24.53%
513900,华安CES港股通ETF,--,-1.78%,-7.48%,--,--,--,-8.78%
518800,国泰黄金ETF,2.6889,2.26%,1.08%,-1.31%,-2.33%,13.68%,1.30%
518880,华安黄金易ETF,2.7084,2.27%,1.08%,-1.34%,-2.27%,13.52%,1.85%
519001,银华价值优选混合,1.6351,-1.71%,-15.31%,-26.94%,-26.63%,-21.97%,526.37%
519002,华安安信消费混合,1.1051,-4.40%,-14.11%,-22.73%,-26.33%,1.11%,34.18%
519003,海富通收益增长,0.8556,-5.63%,-10.56%,-17.92%,-22.35%,0.87%,188.92%
519005,海富通股票混合,0.5498,-16.31%,-21.01%,-26.31%,-23.86%,-31.46%,135.94%
519007,海富通强化回报混合,0.7003,-1.13%,-2.37%,-2.91%,-12.06%,-18.13%,96.73%
519008,汇添富优势精选,2.4161,0.04%,-15.60%,-20.26%,-11.12%,6.49%,866.31%
519009,汇添富优势精选(后端),,,,,,,
519010,汇添富均衡增长混合(后端),,,,,,,
519011,海富通精选,0.3539,-3.98%,-11.42%,-16.95%,-18.31%,-2.19%,419.32%
519013,海富通风格优势混合,0.5018,-2.13%,-10.46%,-19.71%,-36.64%,-32.21%,20.81%
519015,海富通精选二号,0.7886,-3.78%,-11.14%,-17.02%,-18.13%,-0.63%,30.91%
519017,大成积极成长混合,0.8229,-2.02%,-12.42%,-21.28%,-23.09%,-3.76%,109.61%
519018,汇添富均衡增长混合,0.4992,-6.92%,-18.11%,-23.32%,-22.37%,-20.01%,201.54%
519019,大成景阳领先混合,0.6390,-6.44%,-18.18%,-25.35%,-20.69%,8.13%,4.05%
519020,国泰金泰灵活配置混合A,0.9335,-0.40%,-14.80%,-13.51%,-13.15%,-9.06%,-0.06%
519021,国泰金鼎价值混合,0.4262,-4.05%,-14.29%,-20.52%,-22.26%,-16.17%,50.51%
519022,国泰金泰灵活配置混合C,0.9431,-0.40%,-14.76%,-13.11%,-12.24%,--,-16.18%
519023,海富通稳健添利债券C,1.1552,0.61%,1.40%,2.64%,4.96%,10.06%,45.20%
519024,海富通稳健添利债A,1.1872,0.59%,1.45%,2.74%,5.19%,11.07%,44.17%
519025,海富通领先成长混合,0.9618,-8.78%,-16.94%,-25.86%,-29.95%,-16.87%,9.86%
519026,海富通中小盘混合,0.6100,-11.22%,-26.11%,-35.12%,-38.91%,-43.81%,-38.30%
519027,海富通上证周期ETF联接,1.1281,1.81%,1.53%,-9.34%,-10.14%,4.26%,12.60%
519029,华夏平稳增长,1.2973,-7.03%,-12.27%,-21.71%,-27.32%,-28.78%,149.65%
519030,海富通稳固收益债券,1.1321,0.62%,0.00%,1.07%,0.80%,-4.74%,50.80%
519032,海富通上证非周期ETF联接,1.0181,-2.12%,-9.91%,-13.87%,-14.95%,-13.73%,1.80%
519033,海富通国策导向混合,0.8961,-7.62%,-22.31%,-32.77%,-37.05%,-27.35%,32.67%
519034,海富通中证内地低碳指数,1.0873,-6.77%,-17.76%,-29.85%,-35.01%,-25.84%,8.80%
519035,富国天博创新主题混合,1.2124,-4.81%,-15.35%,-23.20%,-20.74%,-6.86%,54.12%
519036,富国天博创新主题混合(后端),,,,,,,
519039,长盛同德主题混合,1.1978,-0.86%,-8.07%,-16.49%,-21.71%,-14.59%,20.15%
519050,海富通安颐收益混合A,1.2186,0.58%,-1.38%,-1.06%,2.08%,13.53%,50.54%
519051,海富通一年定开债A,1.6663,0.54%,2.78%,3.47%,5.13%,4.12%,83.35%
519056,海富通内需热点混合,1.1569,2.20%,-4.84%,-3.73%,5.94%,-4.68%,16.00%
519059,海富通双福债券,0.8170,-0.12%,-0.73%,-0.85%,-0.53%,-6.97%,20.28%
519060,海富通纯债债券C,1.4412,0.70%,1.98%,3.55%,5.47%,9.97%,133.90%
519061,海富通纯债债券A,1.4562,0.62%,1.96%,3.62%,5.71%,11.17%,138.01%
519062,海富通阿尔法对冲混合,1.4312,1.20%,-0.42%,7.01%,12.99%,20.18%,43.50%
519066,汇添富蓝筹稳健,1.9571,0.15%,-12.44%,-17.57%,-11.78%,28.87%,261.74%
519067,汇添富蓝筹稳健(后端),,,,,,,
519068,汇添富成长焦点混合,1.5903,0.25%,-13.68%,-19.75%,-15.62%,25.59%,227.21%
519069,汇添富价值精选混合,2.1699,0.60%,-10.59%,-10.13%,-2.36%,29.29%,392.62%
519070,汇添富价值精选混合(后端),,,,,,,
519071,汇添富成长焦点混合(后端),,,,,,,
519078,汇添富增强收益债券A,1.1978,0.59%,1.27%,0.76%,1.67%,6.44%,67.66%
519087,新华优选分红混合,0.6370,-2.79%,-16.62%,-20.89%,-14.41%,-25.11%,371.61%
519088,新华优选分红混合(后端),,,,,,,
519089,新华优选成长混合,1.0944,-2.99%,-5.95%,-11.09%,-15.36%,-11.57%,154.15%
519091,新华泛资源优势混合,2.4824,-3.54%,-6.23%,-13.75%,-9.95%,44.75%,145.20%
519093,新华钻石品质企业混合,1.5899,-2.89%,-15.18%,-17.05%,-15.64%,-18.67%,58.10%
519095,新华行业周期轮换混合,1.4469,-2.30%,-12.50%,-22.81%,-27.32%,-26.58%,93.60%
519097,新华中小市值优选混合,1.1140,-8.36%,-17.59%,-28.45%,-27.91%,-26.03%,61.26%
519099,新华灵活主题混合,1.1157,0.72%,-13.13%,-16.69%,-12.45%,-20.03%,49.43%
519100,长盛中证100,1.0674,1.13%,-4.28%,-12.20%,-10.70%,13.60%,82.52%
519110,浦银安盛价值成长混合A,0.9461,-10.72%,-22.97%,-34.82%,-39.27%,-36.94%,12.38%
519111,浦银安盛优化收益债券A,1.5134,-0.13%,-0.66%,-5.56%,-5.97%,1.75%,52.76%
519112,浦银安盛优化收益债券C,1.4603,-0.07%,-0.61%,-5.62%,-6.23%,0.62%,47.56%
519113,浦银精致生活,1.3151,-7.32%,-21.96%,-27.72%,-37.91%,-26.89%,41.60%
519115,浦银安盛红利精选混合,1.2487,-8.53%,-16.79%,-21.23%,-25.67%,-8.47%,25.40%
519116,浦银沪深300增强,1.2545,-1.26%,-8.00%,-13.88%,-13.05%,10.40%,25.30%
519117,浦银安盛基本面400指数,1.1837,-6.17%,-12.86%,-23.97%,-30.68%,-27.11%,18.60%
519118,浦银安盛幸福回报定开债A,1.0332,0.48%,1.27%,1.97%,3.83%,10.43%,40.10%
519119,浦银安盛幸福回报定开债B,1.0312,0.49%,1.27%,1.77%,3.64%,9.40%,37.31%
519120,浦银战略新兴产业混合,1.5100,-7.16%,-22.29%,-28.15%,-38.83%,-30.04%,54.40%
519121,浦银6个月定期开放债券A,1.0694,0.09%,0.95%,1.62%,3.41%,11.44%,24.59%
519122,浦银6个月定期开放债券C,1.0674,0.09%,0.95%,1.52%,3.15%,10.66%,22.95%
519123,浦银季季添利定开债券A,1.3315,0.45%,1.52%,0.60%,2.23%,10.45%,33.20%
519124,浦银季季添利定开债券C,1.3085,0.46%,1.47%,0.46%,1.87%,9.36%,30.80%
519125,浦银安盛消费升级混合A,1.1943,-4.00%,-17.31%,-23.58%,-31.72%,-12.99%,19.90%
519126,浦银安盛新经济结构混合,0.9529,-7.34%,-20.08%,-24.96%,-32.75%,-19.55%,-4.10%
519127,浦银安盛盛世精选混合A,1.4190,0.21%,-3.46%,-2.40%,-1.66%,19.70%,42.20%
519128,浦银月月盈定期支付债券A,1.1364,0.18%,1.43%,2.07%,3.18%,8.71%,13.60%
519129,浦银月月盈定期支付债券C,1.1204,0.27%,1.36%,1.91%,2.94%,7.58%,12.10%
519130,海富通新内需混合A,1.5070,0.20%,-2.08%,-1.83%,0.13%,9.13%,50.60%
519131,海富通季季增利理财债券,,0.29%,0.92%,--,--,--,1.29%
519133,海富通改革驱动混合,0.8252,-6.55%,-12.49%,-20.86%,-24.41%,--,-2.62%
519134,海富通富祥混合,0.9964,0.81%,-1.09%,0.30%,1.32%,--,-0.30%
519136,海富通瑞丰一年定开债,1.0098,0.01%,0.66%,1.88%,3.33%,--,5.04%
519137,海富通瑞福一年定开债券,1.0104,0.38%,1.01%,1.98%,4.50%,--,4.87%
519138,海富通瑞祥一年定开债券,1.0141,0.49%,1.87%,3.06%,5.63%,--,6.05%
519139,海富通沪港深灵活配置混合,1.0610,-1.40%,-11.40%,-12.61%,-9.55%,--,7.14%
519150,新华优选消费混合,1.2356,-1.44%,-8.54%,-12.38%,-15.86%,-7.59%,135.53%
519152,新华纯债添利A,1.3002,0.30%,1.05%,2.07%,4.23%,13.32%,42.90%
519153,新华纯债添利C,1.2742,0.23%,0.99%,1.89%,3.93%,12.18%,39.89%
519156,新华行业灵活配置混合A,1.3389,-3.27%,-9.26%,-17.37%,-18.18%,6.99%,152.95%
519157,新华行业灵活配置混合C,1.1822,-3.37%,-9.33%,-17.47%,-18.45%,6.14%,17.60%
519158,新华趋势领航混合,1.5163,-3.15%,-11.31%,-19.68%,-23.08%,-8.01%,88.40%
519160,新华安享惠金定开债券A,1.2966,0.62%,2.13%,2.61%,5.11%,18.03%,61.97%
519161,新华安享惠金定开债券C,1.2716,0.63%,2.01%,2.42%,4.70%,16.61%,58.97%
519162,新华增怡债券A,1.1285,-0.21%,-0.27%,-3.16%,-2.19%,10.50%,36.14%
519163,新华增怡债券C,1.1592,-0.24%,-0.37%,-3.36%,-2.57%,14.04%,39.70%
519165,新华鑫利灵活配置,1.1157,0.90%,-12.67%,-15.12%,-11.91%,-16.83%,11.70%
519167,新华精选低波动股票,0.7598,-9.22%,-15.29%,-21.90%,-26.80%,-22.36%,-4.79%
519170,浦银安盛增长动力混合,0.4830,-10.85%,-22.89%,-34.81%,-39.83%,-37.82%,-51.50%
519171,浦银安盛医疗健康混合,0.6795,-5.68%,-23.22%,-18.05%,-9.92%,-15.19%,-31.90%
519172,浦银安盛睿智精选混合A,0.8157,-4.22%,-17.47%,-22.19%,-32.31%,--,-18.30%
519173,浦银安盛睿智精选混合C,0.7956,-4.20%,-17.65%,-22.45%,-32.83%,--,-20.20%
519175,浦银经济带崛起混合,0.8993,-1.21%,-6.54%,-11.76%,-12.71%,--,-10.00%
519176,浦银安盛消费升级混合C,1.1893,-3.94%,-17.30%,-23.64%,-31.75%,--,-14.03%
519177,浦银安盛盛世精选混合C,1.1729,0.17%,-3.53%,-2.41%,-2.16%,--,17.60%
519180,万家180指数,0.7963,0.25%,-4.31%,-12.26%,-13.58%,-0.97%,218.24%
519181,万家和谐增长,0.6566,-8.26%,-18.54%,-23.08%,-23.95%,-0.93%,81.76%
519182,万家和谐增长(后端),,,,,,,
519183,万家双引擎灵活配置混合,1.3230,-2.86%,-4.27%,-10.44%,-11.64%,1.27%,133.16%
519185,万家精选混合,1.0071,-3.69%,-7.13%,-23.01%,-17.69%,14.93%,102.74%
519186,万家稳健增利债券A,1.0308,0.61%,1.30%,1.39%,2.93%,8.26%,68.55%
519187,万家稳健增利债券C,1.0300,0.58%,1.22%,1.19%,2.52%,7.03%,62.80%
519188,万家恒利A,1.1902,0.78%,1.63%,2.88%,4.31%,9.47%,32.37%
519189,万家恒利C,1.1748,0.75%,1.54%,2.78%,4.00%,8.09%,28.77%
