代码,名称,当前,近1月,近3月,近6月,近1年,近3年,成立来
161123,易方达重组分级,0.8662,-6.69%,-16.13%,-31.03%,-40.01%,-41.83%,-68.06%
161124,易方达香港小型股指数A,1.0080,-5.35%,-12.84%,-14.24%,-10.22%,--,-1.16%
161125,易方达标普500指数人民币,1.2269,-2.11%,3.69%,14.10%,13.66%,--,21.21%
161126,易方达标普医疗保健人民币,1.2889,-0.46%,7.01%,18.49%,14.62%,--,27.18%
161127,易标普生物科技人民币,1.3024,-10.42%,-10.28%,4.89%,0.36%,--,28.85%
161128,易标普信息科技人民币,1.4039,-4.47%,0.65%,14.75%,20.84%,--,38.83%
161129,易方达原油A类人民币,--,8.37%,8.08%,26.42%,51.67%,--,39.31%
161130,易方达纳斯达克100人民币,1.2239,-4.30%,0.66%,15.49%,18.63%,--,20.16%
161131,易方达战略配售(LOF),--,0.32%,--,--,--,--,0.86%
161132,易方达科顺定开混合,,,,,,,
161207,国投瑞银沪深300,0.8519,-3.11%,-7.08%,-17.00%,-15.58%,10.54%,10.23%
161210,国投瑞银新兴市场股票,,,,,,,
161211,国投沪深300金融地产联接,1.3619,0.44%,0.31%,-10.97%,-10.80%,13.18%,36.07%
161213,国投瑞银消费服务指数,1.2849,-2.58%,-16.35%,-19.90%,-18.06%,-2.87%,28.40%
161215,国投瑞银消费服务指数(后端),,,,,,,
161216,国投瑞银双债债券(LOF)A,1.1140,0.54%,1.18%,2.95%,5.49%,10.62%,77.54%
161217,国投瑞银中证指数,0.6170,0.16%,-5.22%,-16.17%,-21.80%,2.15%,-38.30%
161218,国投瑞银中证指数(后端),,,,,,,
161219,国投瑞银新兴产业,1.0985,-3.57%,-10.45%,-16.21%,-19.33%,3.85%,147.00%
161220,国投瑞银新兴产业(后端),,,,,,,
161221,国投瑞银双债债券C,1.1090,0.54%,1.19%,2.87%,5.21%,9.38%,52.40%
161222,国投瑞银瑞利混合(LOF),1.0315,-3.09%,-8.66%,-13.91%,-12.67%,6.62%,5.66%
161223,国投瑞银中证创业指数分级,0.6620,-7.40%,-23.71%,-36.98%,-45.98%,-46.26%,-56.15%
161224,国投瑞银新丝路混合(LOF),0.7751,-5.49%,-9.25%,-22.03%,-28.70%,-7.48%,-10.25%
161225,国投瑞银瑞盈混合(LOF),0.9075,-7.35%,-17.93%,-26.81%,-25.02%,16.75%,-6.13%
161226,国投瑞银白银期货(LOF),0.7514,4.55%,-5.24%,-6.18%,-13.95%,-23.72%,-24.10%
161227,国投瑞银深证100指数,0.7496,-4.82%,-16.76%,-26.11%,-28.09%,-9.86%,-24.50%
161228,国投瑞银深证100指数(后端),,,,,,,
161229,国投瑞银中国价值发现股票,1.2773,-4.40%,-8.23%,-11.76%,-8.82%,--,39.19%
161230,国投瑞银和盛丰利债A,0.9822,-1.10%,-1.20%,-2.27%,-0.96%,--,6.26%
161231,国投瑞银和盛丰利债C,0.9787,-1.05%,-1.25%,-2.43%,-1.33%,--,5.14%
161232,国投瑞银瑞盛混合(LOF),0.5305,-9.20%,-19.49%,-33.95%,-41.94%,--,-46.70%
161233,国投瑞银瑞泰多策略混合,0.9095,-2.64%,-4.04%,-8.62%,-12.23%,--,-9.40%
161505,银河通利债券(LOF)A,1.1062,0.55%,-0.18%,1.10%,2.03%,6.25%,67.41%
161506,银河通利债券(LOF)C,1.1412,0.53%,-0.26%,0.97%,1.78%,5.20%,64.42%
161507,银河沪深300成长分级,,,,,,,
161601,融通新蓝筹混合,0.7787,-0.65%,-8.65%,-15.81%,-14.13%,-31.17%,308.91%
161602,融通新蓝筹混合(后端),,,,,,,
161603,融通债券A/B,1.3062,1.00%,1.32%,4.73%,7.66%,12.38%,123.51%
161604,融通深证100,0.8999,-4.86%,-17.73%,-26.95%,-28.29%,-14.46%,216.87%
161605,融通蓝筹成长,0.9958,-3.18%,-11.29%,-17.49%,-17.97%,-13.99%,270.04%
161606,融通行业景气混合,1.0750,-1.19%,-7.69%,-4.08%,0.75%,8.21%,268.20%
161607,融通巨潮100指数A(LOF),1.0069,1.00%,-5.09%,-12.81%,-12.54%,5.90%,253.44%
161608,融通易支付货币A,0.6979,0.23%,0.72%,1.61%,3.44%,8.96%,48.34%
161609,融通动力先锋混合,1.3818,-5.24%,-14.50%,-18.26%,-19.91%,-15.48%,97.89%
161610,融通领先成长混合(LOF),0.8633,-1.92%,-11.26%,-13.82%,-10.43%,-22.45%,0.03%
161611,融通内需驱动混合,0.7985,-8.53%,-19.64%,-24.60%,-20.04%,-24.67%,-11.47%
161612,融通深证成份指数A,0.6448,-6.67%,-17.86%,-27.64%,-30.68%,-25.22%,-34.80%
161613,融通创业板指数A,0.6170,-8.06%,-20.62%,-28.21%,-31.56%,-39.80%,47.74%
161614,融通四季添利债券(LOF),1.0457,0.77%,0.77%,2.42%,3.51%,12.52%,44.79%
161615,融通易支付货币B,0.7579,0.25%,0.78%,1.73%,3.69%,9.74%,27.08%
161616,融通医疗保健行业混合,0.9801,-6.70%,-24.24%,-15.22%,-12.71%,-28.36%,34.93%
161617,融通医疗保健行业混合(后端),,,,,,,
161618,融通岁岁添利债券A,1.1172,1.09%,1.36%,2.76%,6.37%,13.64%,44.15%
161619,融通岁岁添利债券B,1.1112,1.09%,1.37%,2.68%,6.09%,12.52%,41.25%
161620,融通丰利四分法,0.7880,-4.68%,-5.15%,-4.56%,-10.52%,-5.84%,-22.60%
161621,融通丰利四分法(后端),,,,,,,
161622,融通汇财宝货币A,0.7550,0.25%,0.77%,1.73%,3.81%,9.31%,18.57%
161623,融通汇财宝货币B,0.8156,0.27%,0.83%,1.84%,4.04%,10.15%,18.93%
161624,融通可转债债券A,0.7814,-0.74%,-1.72%,-8.66%,-13.85%,-24.43%,-15.88%
161625,融通可转债债券C,0.7695,-0.77%,-1.82%,-8.85%,-14.20%,-25.29%,-17.13%
161626,融通通福债券(LOF)A,1.0413,0.10%,0.39%,1.17%,1.86%,16.39%,63.75%
161627,融通通福债券(LOF)C,1.0353,0.00%,0.29%,0.97%,1.47%,8.17%,17.87%
161628,融通军工分级,0.7385,-11.30%,-11.08%,-25.30%,-33.56%,-47.93%,-49.08%
161629,融通证券分级,0.6278,-5.88%,-9.48%,-27.52%,-40.74%,-40.90%,-55.44%
161631,融通人工智能指数(LOF),--,-13.34%,-22.11%,-32.86%,-34.87%,--,-27.68%
161653,融通债券A/B(后端),,,,,,,
161654,融通深证100(后端),,,,,,,
161655,融通蓝筹成长(后端),,,,,,,
161656,融通行业景气混合(后端),,,,,,,
161657,融通巨潮100指数A(LOF)(后端),,,,,,,
161659,融通动力先锋混合(后端),,,,,,,
161660,融通领先成长混合(LOF)(后端),,,,,,,
161661,融通内需驱动混合(后端),,,,,,,
161662,融通深证成份指数A(后端),,,,,,,
161663,融通创业板指数A(后端),,,,,,,
161693,融通债券C,1.2822,0.94%,1.18%,4.48%,7.28%,11.20%,44.39%
161706,招商优质成长混合(LOF),1.2926,-1.23%,-12.67%,-14.40%,-18.70%,-17.21%,334.43%
161707,招商优质成长混合(LOF)(后端),,,,,,,
161713,招商信用添利债券(LOF),1.0142,0.59%,2.58%,3.60%,6.08%,13.53%,82.40%
161714,招商标普金砖四国指数,0.9702,-0.94%,-6.44%,-7.27%,-6.44%,33.15%,-5.60%
161715,招商大宗商品(LOF),0.7723,-3.20%,-12.30%,-26.17%,-35.16%,-8.91%,-10.11%
161716,招商双债增强债券(LOF),1.1762,0.51%,2.17%,3.62%,5.86%,17.62%,36.99%
161718,招商沪深300高贝塔指数分级,0.7207,-5.47%,-13.98%,-28.25%,-38.69%,-38.99%,-22.65%
161719,招商可转债分级债券,0.8960,0.11%,1.25%,-0.89%,-5.69%,-12.68%,22.96%
161720,招商中证全指证券公司指数分级,0.7367,-7.84%,-13.46%,-27.98%,-40.58%,-38.64%,-59.14%
161721,招商沪深300地产等权重分级,0.9380,-6.48%,-9.43%,-24.95%,-22.22%,-13.72%,-3.16%
161722,招商丰泰混合(LOF),0.9605,-8.43%,-18.67%,-17.70%,-18.26%,-5.20%,-3.30%
161723,招商中证银行指数分级,0.9399,2.51%,3.91%,-6.11%,-6.52%,18.36%,0.25%
161724,招商中证煤炭等权指数分级,0.8884,2.57%,-0.07%,-11.23%,-28.48%,-2.18%,-37.80%
161725,招商中证白酒指数分级,1.0081,2.47%,-17.86%,-6.89%,-4.26%,105.85%,57.48%
161726,招商国证生物医药指数分级,0.9222,-7.05%,-21.40%,-18.74%,-12.57%,-6.13%,-38.24%
161727,招商增荣混合(LOF),0.9198,-2.44%,-7.53%,-8.81%,-9.53%,--,-7.90%
161728,招商战略配售(LOF),--,0.37%,0.84%,--,--,--,0.91%
161810,银华内需精选混合(LOF),1.0881,-11.08%,-23.17%,-28.13%,-38.22%,-27.41%,9.10%
161811,银华沪深300指数分级,0.7982,-2.84%,-9.54%,-18.19%,-17.90%,-2.86%,-8.39%
161812,银华深证100分级,0.7556,-4.06%,-16.92%,-26.39%,-28.35%,-14.57%,-4.16%
161813,银华信用债券(LOF),1.3132,0.08%,0.38%,1.70%,2.82%,6.92%,56.85%
161815,银华抗通胀主题,0.5282,3.79%,6.56%,10.17%,16.85%,6.56%,-48.00%
161816,银华中证等权90分级,0.8574,-2.40%,-9.04%,-21.63%,-27.09%,-18.20%,-21.80%
161818,银华消费分级混合,0.7656,-4.46%,-20.66%,-35.02%,-36.65%,-39.34%,-17.04%
161819,银华中证内地资源指数分级,0.9293,0.76%,-6.91%,-19.06%,-26.17%,-8.48%,-40.72%
161820,银华纯债信用债券,1.1051,0.55%,1.75%,3.24%,6.18%,12.55%,44.44%
161823,银华永兴纯债债券(LOF)A,1.0741,0.75%,1.90%,3.17%,4.27%,8.46%,33.19%
161824,银华永兴纯债债券(LOF)C,1.0611,0.66%,1.73%,2.91%,3.71%,7.02%,20.80%
161825,银华中证800分级,0.6996,-5.49%,-14.32%,-24.89%,-30.38%,-27.88%,7.81%
161826,银华中证转债指数增强分级,0.9477,-0.73%,-1.66%,-8.66%,-12.67%,-23.29%,-17.52%
161831,银华恒生国企指数分级,0.9655,1.96%,0.21%,-4.78%,-4.50%,8.35%,7.21%
161834,银华鑫锐定增灵活配置混合,0.7603,-3.91%,-7.53%,-15.54%,-25.17%,--,-23.90%
161835,银华惠丰定开混合,1.0485,0.28%,1.05%,2.08%,3.63%,--,4.75%
161902,万家增强收益债券,1.0637,-0.79%,-2.35%,-3.66%,-3.03%,-0.52%,160.65%
161903,万家行业优选混合(LOF),0.6636,-1.00%,-9.04%,-15.28%,-18.32%,7.35%,196.02%
161907,万家中证红利指数,1.4197,-1.30%,-6.56%,-13.64%,-16.15%,3.79%,41.90%
161908,万家添利债券(LOF),0.8990,-1.11%,-0.92%,-1.13%,-0.65%,3.22%,54.17%
161910,万家新机遇价值驱动A,0.9228,-2.68%,-12.07%,-25.01%,-36.12%,-37.22%,-10.83%
161911,万家强化收益定期开放债券,1.0327,0.74%,3.12%,3.63%,6.01%,12.58%,41.69%
162006,长城久富混合(LOF),0.9804,-2.49%,-14.63%,-15.51%,-14.70%,-3.17%,93.16%
162010,长城久兆中小板300指数分级,,,,,,,
162102,金鹰中小盘精选,0.8520,-3.53%,-12.20%,-16.46%,-20.15%,-16.88%,288.52%
162105,金鹰持久增利债券(LOF)C,0.9916,-1.19%,-4.56%,-6.74%,-9.57%,-5.42%,41.02%
162107,金鹰量化精选股票(LOF),0.5736,-9.34%,-20.36%,-32.28%,-41.32%,-41.57%,-7.66%
162108,金鹰元盛债券型发起式C,1.1581,0.52%,2.12%,4.42%,4.04%,11.35%,23.93%
162201,泰达宏利成长混合,0.9269,-8.60%,-18.11%,-26.03%,-29.27%,-36.81%,494.57%
162202,泰达宏利周期混合,1.0341,-3.87%,-16.07%,-24.26%,-31.74%,-13.00%,459.76%
162203,泰达宏利稳定混合,1.0123,1.97%,-9.63%,-10.99%,-6.88%,-1.17%,434.51%
162204,泰达宏利行业混合,2.7192,-1.98%,-15.90%,-16.95%,-17.48%,-24.56%,371.22%
162205,泰达宏利风险预算混合,0.9420,-1.14%,-3.95%,-7.23%,-11.14%,-2.12%,353.52%
162206,泰达宏利货币A,0.5276,0.25%,0.72%,1.71%,3.79%,10.22%,48.55%
162207,泰达宏利效率优选混合,1.0886,-1.69%,-11.70%,-19.57%,-17.06%,-13.44%,162.96%
162208,泰达宏利首选企业股票,0.8939,-3.55%,-18.36%,-26.79%,-28.82%,-24.79%,63.47%
162209,泰达宏利市值优选混合,0.6171,-3.47%,-20.80%,-27.93%,-25.93%,-28.53%,-37.66%
162210,泰达宏利集利债券A,1.2508,0.14%,-0.63%,-1.89%,-1.96%,3.43%,78.18%
162211,泰达宏利品质生活混合,0.6269,-8.77%,-17.13%,-28.03%,-32.83%,-42.12%,-6.75%
162212,泰达宏利红利先锋混合,0.8799,-5.07%,-18.37%,-19.97%,-20.50%,-29.22%,33.92%
162213,泰达宏利沪深300指数增强A,1.2272,-0.64%,-7.25%,-14.52%,-14.62%,14.58%,74.76%
162214,泰达宏利领先中小盘混合,0.7288,-2.78%,-17.62%,-24.10%,-24.41%,-35.90%,-26.60%
162215,泰达宏利聚利债券(LOF),0.9758,0.72%,1.24%,-2.11%,-6.69%,-0.10%,48.45%
162216,泰达中证500分级,0.7673,-5.86%,-13.67%,-22.73%,-27.33%,-7.39%,77.51%
162299,泰达宏利集利债券C,1.1852,0.10%,-0.73%,-2.07%,-2.19%,2.49%,70.98%
162307,海富通中证100指数,1.1302,1.62%,-3.75%,-10.46%,-8.72%,11.99%,13.00%
162411,华宝标普油气上游股票,0.7235,0.58%,-1.84%,20.70%,24.82%,9.12%,-30.60%
162412,华宝中证医疗指数分级,0.8163,-7.26%,-19.44%,-19.36%,-13.32%,-33.64%,-67.65%
162413,华宝中证1000指数分级,0.6914,-9.64%,-19.36%,-32.83%,-43.19%,-46.36%,-72.95%
162414,华宝新机遇混合(LOF)A,1.1183,0.06%,-2.02%,-3.68%,-2.36%,11.52%,11.85%
162415,华宝标普美国消费人民币,1.4457,-7.32%,-0.64%,14.12%,20.58%,--,40.60%
162416,华宝港股通恒生香港35,--,-2.40%,-5.39%,-4.91%,--,--,-4.93%
162509,国联安双禧中证100,1.1445,1.24%,-4.27%,-12.27%,-10.90%,9.78%,28.32%
162510,国联安双力中小板综指,0.7248,-7.89%,-17.63%,-28.25%,-34.48%,-26.72%,31.07%
162511,国联安双佳信用债券(LOF),0.9191,0.55%,1.28%,2.64%,4.18%,12.44%,50.24%
162605,景顺长城鼎益混合(LOF),1.1547,3.58%,-14.68%,-12.81%,-1.05%,42.59%,697.47%
162606,景顺长城鼎益混合(LOF)(后端),,,,,,,
162607,景顺长城资源垄断混合,0.3889,-5.38%,-19.21%,-25.00%,-23.79%,6.40%,284.80%
162703,广发小盘成长混合(LOF),1.0367,-10.81%,-20.97%,-29.21%,-26.30%,-12.40%,343.48%
162711,广发中证500ETF联接A,0.9431,-8.04%,-16.03%,-26.35%,-32.86%,-32.61%,-5.63%
162712,广发聚利债券(LOF),1.5012,0.81%,2.32%,3.09%,5.40%,14.22%,85.08%
162713,广发中证500ETF联接A(后端),,,,,,,
162714,广发深证100指数分级,0.8708,-4.22%,-17.20%,-26.11%,-26.57%,-8.13%,3.21%
162715,广发聚源债券(LOF)A,1.1441,0.53%,1.60%,2.60%,5.15%,10.10%,18.69%
162716,广发聚源债券(LOF)C,1.1221,0.54%,1.54%,2.46%,4.76%,8.54%,16.03%
162717,广发再融资主题,0.7800,-4.86%,-14.80%,-22.63%,-22.40%,--,-21.70%
162718,广发鑫瑞混合(LOF),0.9274,-1.07%,-5.75%,-7.76%,-8.88%,--,-7.19%
162719,广发道琼斯石油指数A,1.2425,0.93%,1.54%,18.96%,26.96%,--,19.70%
162907,泰信基本面400指数分级,0.8489,-6.39%,-13.71%,-24.90%,-31.54%,-30.73%,24.19%
163001,长信医疗保健混合(LOF),0.7928,-6.26%,-25.47%,-20.22%,-16.88%,-9.58%,25.74%
163003,长信利鑫债券(LOF)C,0.6477,0.46%,1.44%,1.85%,3.64%,14.07%,89.04%
163005,长信利众债券(LOF)C,0.8440,0.80%,1.45%,1.06%,1.76%,8.04%,47.17%
163007,长信利众债券(LOF)A,0.8313,0.84%,1.55%,1.28%,5.77%,--,9.95%
163008,长信利鑫债券(LOF)A,0.6563,0.49%,1.51%,2.03%,4.02%,--,6.52%
163109,申万菱信深证成指分级,0.4157,-6.62%,-17.57%,-27.94%,-32.27%,-28.72%,-43.80%
163110,申万菱信量化小盘股票,1.4725,-3.70%,-14.24%,-21.45%,-22.50%,3.81%,116.02%
163111,申万菱信中小板指数,0.7878,-6.94%,-19.97%,-28.58%,-33.11%,-28.13%,7.01%
163113,申万菱信申万证券分级,0.6420,-7.50%,-12.94%,-27.45%,-40.28%,-39.76%,-7.72%
163114,申万中证环保产业指数分级,0.8912,-9.47%,-18.50%,-33.68%,-41.52%,-39.44%,-15.25%
163115,申万菱信中证军工指数分级,0.8880,-10.73%,-10.30%,-23.77%,-32.57%,-44.65%,-13.17%
163116,申万菱信申万电子分级,0.7236,-10.60%,-24.33%,-34.73%,-38.06%,-30.16%,-51.12%
163117,申万菱信申万传媒分级,,,,,,,
163118,申万菱信申万医药生物分级,0.7767,-6.24%,-22.57%,-22.12%,-13.91%,-7.82%,-15.95%
163119,申万中证申万新兴健康产业指数,0.6699,-9.03%,-21.13%,-28.11%,-28.80%,--,-33.01%
163208,诺安油气能源,1.0021,0.72%,0.31%,14.44%,14.30%,16.63%,-2.50%
163209,诺安中证创业成长指数分级,0.6490,-8.87%,-23.43%,-36.44%,-45.05%,-44.76%,-23.50%
163210,诺安纯债定期开放债券A,1.1242,0.72%,2.46%,3.40%,5.24%,17.42%,48.42%
163211,诺安纯债定期开放债券C,1.1132,0.72%,2.39%,3.24%,4.80%,16.06%,45.18%
163302,大摩资源优选混合(LOF),1.0168,-0.61%,-14.58%,-21.12%,-17.68%,-8.94%,605.21%
163402,兴全趋势投资混合(LOF),0.6064,-3.48%,-8.60%,-16.01%,-8.68%,11.47%,1142.15%
163403,兴全趋势投资混合(LOF)(后端),,,,,,,
163406,兴全合润分级混合,1.0633,-0.36%,-12.81%,-19.84%,-13.46%,11.70%,175.97%
163407,兴全沪深300指数(LOF),1.5961,0.89%,-4.22%,-9.42%,-8.20%,26.10%,60.35%
163408,兴全沪深300指数(LOF)(后端),,,,,,,
163409,兴全绿色投资混合(LOF),1.2364,-2.70%,-12.43%,-21.11%,-23.95%,-17.18%,75.33%
163410,兴全绿色投资混合(LOF)(后端),,,,,,,
163411,兴全精选混合,1.3565,-6.19%,-15.22%,-14.64%,-4.98%,15.10%,59.00%
163412,兴全轻资产混合(LOF),2.7994,-1.86%,-6.90%,-11.75%,-3.98%,24.22%,290.84%
163413,兴全轻资产混合(LOF)(后端),,,,,,,
163415,兴全商业模式优选混合,1.3130,-3.95%,-14.64%,-9.14%,-3.74%,11.54%,126.21%
163416,兴全商业模式优选混合(后端),,,,,,,
163417,兴全合宜混合A,0.8539,-0.29%,-7.50%,-11.95%,--,--,-14.68%
163503,天治核心成长混合(LOF),0.3984,-1.81%,-5.68%,-16.77%,-19.54%,-32.61%,141.70%
163801,中银中国精选,1.1644,-3.09%,-13.74%,-10.08%,-5.38%,-1.85%,634.87%
163802,中银货币A,0.5604,0.21%,0.76%,1.71%,3.74%,9.59%,51.55%
163803,中银持续增长混合A,0.3484,-0.09%,-3.50%,-11.33%,-9.59%,-17.26%,290.83%
163804,中银收益混合A,1.1672,-3.09%,-12.46%,-7.97%,-3.85%,2.69%,317.48%
163805,中银策略混合,0.9121,-2.43%,-13.79%,-18.99%,-18.33%,-7.78%,145.66%
163806,中银稳健增利债券,1.0536,0.47%,1.89%,2.10%,3.76%,10.39%,72.77%
163807,中银行业优选,0.9298,-2.91%,-11.72%,-15.26%,-14.43%,1.33%,110.68%
163808,中银中证100,1.1945,1.36%,-3.79%,-10.63%,-8.22%,22.84%,20.59%
163809,中银蓝筹精选,1.0903,-7.56%,-18.28%,-22.54%,-23.24%,-18.34%,12.05%
163810,中银价值精选,1.3242,-2.99%,-13.43%,-18.53%,-17.05%,-10.93%,35.34%
163811,中银稳健双利债券A,1.1536,-0.95%,-1.96%,-4.08%,-4.72%,0.76%,46.21%
163812,中银稳健双利债券B,1.1406,-0.96%,-2.06%,-4.20%,-5.01%,-0.32%,42.05%
163813,中银全球策略,0.6228,-4.95%,-1.29%,8.10%,2.68%,-5.54%,-38.60%
163816,中银转债增强债券A,1.7522,-0.68%,-2.39%,-7.86%,-8.91%,-19.28%,75.80%
163817,中银转债增强债券B,1.7050,-0.70%,-2.51%,-8.02%,-9.24%,-20.17%,71.00%
163818,中银中小盘成长混合,1.0850,-3.64%,-13.26%,-17.66%,-29.30%,-25.31%,8.60%
163819,中银信用增利债券(LOF),1.0033,0.09%,0.67%,0.45%,1.89%,7.99%,52.72%
163820,中银货币B,0.6258,0.23%,0.82%,1.84%,3.99%,10.38%,27.83%
163821,中银沪深300等权重指数,1.1289,-4.41%,-11.39%,-21.72%,-26.94%,-25.50%,12.80%
163822,中银主题策略混合,1.3147,-3.93%,-11.89%,-27.65%,-34.61%,-33.02%,37.25%
163823,中银保本混合,1.0822,8.10%,0.19%,0.75%,1.50%,3.84%,8.19%
163824,中银盛利定期开放债券,1.0323,0.97%,1.86%,2.45%,4.06%,11.64%,39.51%
163825,中银互利半年定开债,1.0263,0.88%,3.11%,0.38%,2.96%,9.40%,50.65%
163827,中银产业债定期开放债券,0.9963,0.40%,1.01%,-0.60%,0.51%,8.09%,15.44%
163907,中海惠裕纯债发起式,1.0882,0.09%,1.21%,1.78%,3.62%,11.75%,41.33%
164105,华富强化债券,1.2614,0.16%,-0.08%,0.08%,0.96%,11.88%,77.52%
164205,天弘文化新兴产业,0.9245,-4.43%,-22.14%,-16.32%,-15.39%,-14.06%,8.43%
164206,天弘添利债券(LOF),1.1032,0.36%,1.85%,2.32%,4.35%,16.91%,77.58%
164208,天弘丰利债券(LOF),1.1973,0.61%,1.82%,2.49%,4.63%,11.52%,78.34%
164210,天弘同利债券(LOF),1.0421,0.77%,1.66%,2.05%,3.47%,18.40%,63.42%
164302,新华惠鑫债券C,0.9344,-1.50%,-4.51%,-8.96%,-8.98%,4.54%,71.32%
164304,新华中证环保产业指数分级,0.6365,-8.11%,-16.86%,-35.14%,-43.42%,-38.04%,-28.56%
164401,前海开源健康分级,0.7464,-6.58%,-17.81%,-22.23%,-25.43%,-22.47%,-18.36%
164402,前海开源中航军工,0.8687,-10.78%,-10.32%,-26.17%,-34.89%,-49.13%,-42.98%
164403,前海开源沪港深农业混合,0.9537,-5.68%,-6.50%,-3.99%,-5.31%,-1.02%,-1.71%
164508,国富中证100指数增强分级,0.8813,1.15%,-4.55%,-12.51%,-8.80%,15.16%,-4.30%
164509,国富恒利债券(LOF)A,1.0445,0.26%,0.34%,-0.19%,2.32%,15.57%,54.54%
164510,国富恒利债券(LOF)C,1.0382,0.24%,0.25%,-0.40%,1.91%,7.82%,15.88%
164606,华泰柏瑞信用增利债,1.1006,0.53%,1.32%,2.62%,5.34%,10.68%,31.64%
164701,汇添富黄金及贵金属,--,2.43%,1.55%,-2.15%,-3.11%,6.87%,-40.90%
164702,汇添富季季红定开债,1.0304,0.78%,1.78%,1.97%,2.47%,12.16%,43.69%
164703,汇添富纯债债券(LOF),0.8455,0.36%,0.84%,1.08%,2.30%,17.82%,64.48%
